baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SC_00181_gene SC_chr	7.92876858369813	-1.03240474687735	1.16599163726539	-0.885430661662947	0.375924401344631	NA
SC_00182_gene SC_chr	7.92450791156249	-1.04106960071782	1.14397732443774	-0.91004391300282	0.362799351578842	NA
SC_00183_gene SC_chr	8.44337124846023	0.945119948562037	1.09459934702594	0.863439167152762	0.387896052606128	NA
SC_00184_gene SC_chr	867.420702612315	1.48453530934052	0.530886261910133	2.79633400947154	0.0051685953555992	0.0662928534739897
SC_00185_gene SC_chr	120.801744555066	-0.0259761035926645	0.533256941824073	-0.0487121714793058	0.96114867595422	0.979708479710489
SC_00186_gene SC_chr	1.17475759662841	0.920486973759688	2.76094263738304	0.333395906635776	0.738835452626406	NA
SC_00187_gene SC_chr	5.36123718188126	-0.0637128501495893	1.30694772175424	-0.0487493486457676	0.96111904806646	NA
SC_00188_gene SC_chr	0.543822013691331	-2.4596709300661	4.42288102923727	-0.556124144829251	0.578125990346449	NA
SC_00189_gene SC_chr	5.10802737734225	0.0202974552803063	1.39102042273437	0.0145917737429095	0.988357862157665	NA
SC_00190_gene SC_chr	702.440102625626	1.01222113612378	0.479953459353625	2.10899852141284	0.0349447092599189	0.23078595419179
SC_00191_gene SC_chr	0.872414188816437	-1.15535300715746	3.42358618229577	-0.337468650017366	0.735763641137152	NA
SC_00192_gene SC_chr	1.37226001215279	0.348059607229197	2.57476592751288	0.135181067727352	0.892468715450817	NA
SC_00193_gene SC_chr	3.76349043464441	1.71472068130259	1.603972630486	1.06904609761517	0.285048898263225	NA
SC_00194_gene SC_chr	13.4936915257724	0.115585872115792	0.929384948282536	0.124368134355295	0.901023802532507	0.963103505749192
SC_00195_gene SC_chr	10.0945122711057	0.402368478157605	1.10220857137246	0.365056567884042	0.715069180622605	NA
SC_00196_gene SC_chr	17.0060981491974	-0.57183425537577	0.822533342060765	-0.695211034172917	0.486923058328985	0.802730159025938
SC_00197_gene SC_chr	12.4695637025156	-0.713014974475493	0.935341905557282	-0.762304105310747	0.445878524273802	NA
SC_00198_gene SC_chr	11.556460216215	-0.525452520079441	0.950461441985325	-0.55283938607954	0.580373396051881	NA
SC_00201_gene SC_chr	0.543822013691331	-2.4596709300661	4.42288102923727	-0.556124144829251	0.578125990346449	NA
SC_00202_gene SC_chr	1.88236273200698	-1.47102337831696	2.50793677309993	-0.586547234402048	0.557507829510616	NA
SC_00204_gene SC_chr	61.771559097748	-1.65970636552355	0.676615113977395	-2.45295490927949	0.014168809816481	0.134832222447158
SC_00205_gene SC_chr	34.6608402357054	1.09921931524519	0.660626132364763	1.66390528832162	0.0961313580439889	0.412991513926846
SC_00206_gene SC_chr	0.894850654385101	0.307458505858216	3.31690276057533	0.0926944586717054	0.926146299397769	NA
SC_00207_gene SC_chr	3.49384038891893	0.12154827783497	1.63319498458091	0.0744236168874594	0.94067331735229	NA
SC_00208_gene SC_chr	1.06192066894317	-3.46053973739722	3.11903052138735	-1.10949210457164	0.267217948611218	NA
SC_00209_gene SC_chr	34.2240431369394	1.1928794191474	0.695572618331936	1.71496028985165	0.086352507701506	0.393377525905797
SC_00210_gene SC_chr	1.91608202584412	-0.538387882270692	2.09113753702711	-0.257461727283657	0.796822356853335	NA
SC_00211_gene SC_chr	47.1077803118699	-0.501691826845055	0.624163665118517	-0.803782493089843	0.421522602198221	0.777733468770632
SC_00212_gene SC_chr	68.9034002086835	-0.850201646848234	0.639181858942685	-1.33014045213143	0.18347199953435	0.54137562306691
SC_00213_gene SC_chr	95.6428190467324	0.778304765269206	0.556620821686045	1.3982674290043	0.162032774878147	0.518825592029679
SC_00214_gene SC_chr	1.66615911417594	-1.10431484384688	2.26372056239542	-0.487831785509036	0.625668995167947	NA
SC_00215_gene SC_chr	8.60896696087648	-0.386984839932318	1.13710344005196	-0.340325098229089	0.733611718333328	NA
SC_00216_gene SC_chr	2.03117991464956	-1.59468315749142	2.22477553670948	-0.716783842315171	0.473507483008412	NA
SC_00217_gene SC_chr	5.79693131041415	-0.572534756548456	1.29754273697587	-0.441245394261804	0.659035353236435	NA
SC_00218_gene SC_chr	49.0364190560018	0.722015466285871	0.610896375655369	1.18189515449538	0.23724730486548	0.609084649852387
SC_00221_gene SC_chr	1.06991660434081	-1.57072486317749	3.18291946684282	-0.493485581253337	0.621669525389018	NA
SC_00225_gene SC_chr	3.37874250011349	0.715503907177916	1.64511826740701	0.434925513474282	0.663616494793543	NA
SC_00226_gene SC_chr	1.67460341996476	1.6249073028392	2.4277653165489	0.669301637914916	0.503303082188185	NA
SC_00227_gene SC_chr	0.39500483104875	-2.0450108052717	4.90988225288314	-0.416509134016573	0.677037484983578	NA
SC_00228_gene SC_chr	17.1274315351573	0.151956564092427	0.91834805455892	0.165467290248044	0.868576193520881	0.955670822923172
SC_00231_gene SC_chr	0.823728955934644	-0.958161019273902	3.52272441070355	-0.271994316774425	0.785626389228592	NA
SC_00232_gene SC_chr	0.559813884486625	2.70606943357398	4.36953908101829	0.619303176696466	0.535716652125594	NA
SC_00233_gene SC_chr	1.27915021852484	0.790764559010366	2.52982269330963	0.312577067595141	0.754602003088634	NA
SC_00235_gene SC_chr	1.51734193153336	-0.936784765639464	2.53328193402527	-0.369790962883849	0.711538249273787	NA
SC_00236_gene SC_chr	1.00723921167918	1.85176678185877	3.0236436881951	0.612428901291653	0.54025402498181	NA
SC_00237_gene SC_chr	16.5704619499826	0.543003132540249	0.857879759024259	0.632959487420304	0.526760099157999	0.823644324655175
SC_00238_gene SC_chr	2.52831640647455	0.769307171573473	1.84160884216788	0.417736467135914	0.676139806669829	NA
SC_00239_gene SC_chr	8.31317822964185	1.59509070326885	1.13117817990074	1.41011445553945	0.158505889544504	NA
SC_00240_gene SC_chr	6.68378602940161	-0.689187497426467	1.25448786881319	-0.549377570369394	0.58274636346602	NA
SC_00241_gene SC_chr	4.19492389104166	0.696041717816403	1.47666263203102	0.471361367666669	0.637382698949248	NA
SC_00242_gene SC_chr	14.3682896372266	-0.0886536692753625	0.908315109855908	-0.0976023279954313	0.922248075861784	0.972546251993925
SC_00243_gene SC_chr	53.7582572399929	0.905832437980645	0.610637734309535	1.48342034415036	0.137962765543271	0.480697037424388
SC_00244_gene SC_chr	3.07639909230152	0.11429619892147	1.73088900587067	0.0660332340975133	0.947351366202999	NA
SC_00245_gene SC_chr	24.7390808009494	1.43276574657305	0.733215096105461	1.95408653501997	0.0506909842141894	0.287024099897604
SC_00246_gene SC_chr	36.1405433580213	0.147162035309139	0.673107785450964	0.218630713371625	0.826937725730816	0.938227451360527
SC_00247_gene SC_chr	2.06116394522469	-1.5442915443806	2.10675901933664	-0.733017649482689	0.463547664782111	NA
SC_00248_gene SC_chr	10.0640798701394	0.126125019177641	1.07861361433347	0.11693253033486	0.906913519495099	NA
SC_00249_gene SC_chr	0.727332269435863	1.24792551515358	3.41417180107562	0.365513391786676	0.714728212133805	NA
SC_00250_gene SC_chr	3.12308461416786	-2.30566865628713	1.85092476806634	-1.24568469559995	0.212880174460236	NA
SC_00251_gene SC_chr	190.821223447554	0.272763185652205	0.543473102608206	0.501889025129624	0.615745585703471	0.8687460981683
SC_00252_gene SC_chr	3.37674278909804	-1.16975345309301	1.66503207150197	-0.70254109402098	0.482341783500299	NA
SC_00253_gene SC_chr	3.43871056126377	0.749222290572255	1.66965188391784	0.448729641063983	0.653626699496338	NA
SC_00255_gene SC_chr	4.26514884870977	-0.376477992933563	1.46400790196381	-0.257155710996203	0.797058572012898	NA
SC_00256_gene SC_chr	11.0954910996338	-0.0332278042089738	0.968945249443509	-0.0342927572306665	0.972643700367066	NA
SC_00257_gene SC_chr	11.2183978035504	-1.53773731250306	1.00033190125259	-1.53722710490143	0.124237705010528	NA
SC_00258_gene SC_chr	7.64943920281429	-0.881370231398934	1.16296268007561	-0.757866306889256	0.448531022553731	NA
SC_00260_gene SC_chr	11.2021446826504	-0.598668573096793	0.967399624648073	-0.618843090118606	0.536019732355059	NA
SC_00261_gene SC_chr	21.517415577645	2.38114408839924	0.846309759694197	2.81356094636039	0.00489960973446099	0.0638839540462657
SC_00262_gene SC_chr	1.02967567724784	3.59896621824044	3.16272174756538	1.13793324405186	0.255148358389035	NA
SC_00263_gene SC_chr	9.10621353450544	3.14118004118768	1.21524363988446	2.58481504292122	0.00974312476263232	NA
SC_00264_gene SC_chr	0.529829853911488	2.63506482553037	4.093917094229	0.643653685426336	0.519800029194803	NA
SC_00266_gene SC_chr	8.39095075231643	0.780154215944635	1.09939747502598	0.7096197996327	0.477939938067666	NA
SC_00267_gene SC_chr	12.2013879589319	-0.533552886268151	0.932972923828014	-0.571884641709609	0.567400129532504	NA
SC_00268_gene SC_chr	334.5302339597	-0.431928265247298	0.467086878716798	-0.924727893093273	0.355107466506529	0.71425024513245
SC_00269_gene SC_chr	18.6375149464497	0.286627798134559	0.949653935727152	0.301823419407078	0.762786676852626	0.915965005447183
SC_00270_gene SC_chr	9.16793912523474	-1.79862515226704	1.15841761797977	-1.55265693852599	0.120505115008961	NA
SC_00271_gene SC_chr	8.42635344591429	-0.0406603998768985	1.11942584124742	-0.0363225489163166	0.971025170365924	NA
SC_00272_gene SC_chr	101.810597145033	1.61916809406477	0.540228544358737	2.99719093145432	0.00272479997095145	0.0438445086234914
SC_00273_gene SC_chr	97.2822724186996	1.12127977277543	0.570704374334466	1.96472959241468	0.0494455429954645	0.282318100328942
SC_00274_gene SC_chr	1.78499226624339	-1.31022381382348	2.38496938832099	-0.549367140827696	0.582753519428926	NA
SC_00275_gene SC_chr	1.61147765691195	2.44880720391104	2.56421378813392	0.954993384421792	0.339581042495256	NA
SC_00276_gene SC_chr	10.2276758715402	-1.72477019276958	1.0949794654528	-1.57516213516967	0.115219024795108	NA
SC_00277_gene SC_chr	6.67862861648362	-1.67831953528991	1.24658356773051	-1.346335359085	0.178194387383744	NA
SC_00278_gene SC_chr	1.97605008699439	-0.459587513890937	2.2107946450981	-0.207883402879575	0.835320008662504	NA
SC_00279_gene SC_chr	0.521833918513841	0.0186745041851126	4.22821172933316	0.00441664357902385	0.996476039734561	NA
SC_00280_gene SC_chr	20.9204054774998	0.0994470876938551	0.757278045635612	0.131321762550749	0.895520776844713	0.960795623705565
SC_00281_gene SC_chr	1.59175052285465	-1.02548765561811	2.32630272866768	-0.440822960391499	0.659341169960986	NA
SC_00285_gene SC_chr	24.1260047001906	0.710066598253069	0.73695684414345	0.963511776701614	0.335290757029755	0.693661257620487
SC_00286_gene SC_chr	86.7523932821552	0.782930054627046	0.550157321429746	1.42310212757393	0.154706551700918	0.510877978564598
SC_00287_gene SC_chr	4.30086785356237	1.5659642125187	1.52883708594747	1.0242845538694	0.305700891424903	NA
SC_00288_gene SC_chr	4.31183437057612	-2.1763798369375	1.57795967230993	-1.37923666563136	0.167821796676657	NA
SC_00289_gene SC_chr	4.98493355313916	0.102827312915969	1.3742812262913	0.0748226134133142	0.94035584934595	NA
SC_00290_gene SC_chr	29.2312317733818	-0.654789762938933	0.740072803936442	-0.884763984645985	0.376283937845316	0.736703387307694
SC_00291_gene SC_chr	3.24720437012159	-0.462356684594233	1.68632319405452	-0.274180350613907	0.783946027664628	NA
SC_00292_gene SC_chr	1.02922730685667	0.243777206304958	2.94154428400879	0.0828738862203138	0.933951818373501	NA
SC_00293_gene SC_chr	0.469413422370041	-2.26590906134613	4.28909674121972	-0.528295162841619	0.597294488420541	NA
SC_00294_gene SC_chr	11.5572990276792	-1.53976543335766	1.0084124656911	-1.52692026898181	0.126780838749605	NA
SC_00295_gene SC_chr	0.757316300011	1.31649279396348	3.61536040780259	0.364138742882246	0.715754407255416	NA
SC_00296_gene SC_chr	1.1443251956621	-1.68820485495636	2.89545390324747	-0.583053611408874	0.559857210418712	NA
SC_00298_gene SC_chr	12.8967915479272	1.25862911441618	0.939738473044396	1.33933977432966	0.180460085930848	NA
SC_00299_gene SC_chr	4.51507176037795	-0.192967134197233	1.42105872213447	-0.135791105034275	0.89198642308101	NA
SC_00300_gene SC_chr	4.1854536535022	-1.65860575703001	1.67085877451419	-0.992666634864013	0.320872439857063	NA
SC_00301_gene SC_chr	17.3885851226081	-0.00030877417477221	0.817832167707406	-0.000377552005123231	0.999698757091369	0.999698757091369
SC_00302_gene SC_chr	0.741324429215706	-2.91697392394968	3.5737978375975	-0.816211228643707	0.414379335792544	NA
SC_00305_gene SC_chr	74.2067769700406	2.76876072541224	0.655959515215521	4.22093233071334	2.43293969225441e-05	0.00165627048280396
SC_00306_gene SC_chr	16.818311020817	2.14775607387377	0.898490011972979	2.3904061761995	0.0168297486262063	0.150447752870632
SC_00307_gene SC_chr	22.2340976008259	1.93589327516927	0.775723160888599	2.49559813703601	0.0125744967141351	0.125503158594206
SC_00311_gene SC_chr	9.72175678533917	-0.902308111662912	1.04866604332624	-0.86043418436712	0.389549748921441	NA
SC_00312_gene SC_chr	36.4097281905343	-1.81100482573824	0.711328660336475	-2.54594665830222	0.0108981840211814	0.110860837456846
SC_00313_gene SC_chr	10.4525630679323	0.600483736522586	1.00571427963628	0.597071900718914	0.550459377346342	NA
SC_00314_gene SC_chr	19.2237369238751	0.276439453635923	0.815370540435505	0.339035370947142	0.734583084326093	0.907994766476345
SC_00315_gene SC_chr	469.500082796557	0.59806843739449	0.458689162659089	1.30386432922766	0.192279844343761	0.55249240988386
SC_00316_gene SC_chr	13.2907924245578	-1.86682290333281	0.997861238183718	-1.87082415059107	0.061369459007756	NA
SC_00318_gene SC_chr	1.18874975640826	-1.8398577490896	2.84264510479574	-0.647234417685708	0.517480239239533	NA
SC_00319_gene SC_chr	18.970681196301	-0.142935951672821	0.826182829959674	-0.173007652167981	0.862645412766099	0.955670822923172
SC_00320_gene SC_chr	0.666915837894416	-2.78188054983375	3.71097966221406	-0.749635083737972	0.45347451471927	NA
SC_00322_gene SC_chr	0.946822780137728	-1.30441740601308	3.0940244082739	-0.421592474359565	0.673322500264597	NA
SC_00323_gene SC_chr	0.477409357767688	0.305386883735129	4.36591760395391	0.0699479265157366	0.944235106674055	NA
SC_00324_gene SC_chr	0.559813884486625	2.70606943357398	4.36953908101829	0.619303176696466	0.535716652125594	NA
SC_00325_gene SC_chr	582.760961861882	0.218541647606504	0.470238057271723	0.464746832433049	0.642112766288688	0.880368041334298
SC_00326_gene SC_chr	2.23667826557158	-0.919959351978357	2.01359666730126	-0.456873696166442	0.647761831348561	NA
SC_00327_gene SC_chr	2.10984917810649	-1.60849145355507	2.28493672539255	-0.703954484025692	0.481461119441357	NA
SC_00330_gene SC_chr	2.02847058313819	0.213160022779638	2.05107355271802	0.103926074468253	0.917228014712478	NA
SC_00331_gene SC_chr	12.3899976982763	-1.20353044128101	0.957661689853469	-1.25673863122285	0.208848294563706	NA
SC_00332_gene SC_chr	13.5352196347208	-0.778428014438983	0.901140879087145	-0.863824993964906	0.38768403547978	0.742641496535941
SC_00333_gene SC_chr	10.5794691938798	0.295787319878175	1.10239367079379	0.268313695655736	0.788457865002882	NA
SC_00334_gene SC_chr	52.4912697476975	-0.273341963706988	0.592381551150814	-0.46142889355006	0.644490925800995	0.880368041334298
SC_00335_gene SC_chr	4.65589300762288	-0.605742848351786	1.40205217515222	-0.432040161619534	0.665712223937722	NA
SC_00337_gene SC_chr	0.7900096620975	-3.04274389269112	3.78948009185646	-0.80294494731083	0.422006555262428	NA
SC_00340_gene SC_chr	4.33382246575361	-2.85089041976172	1.67477294927811	-1.70225487639417	0.0887075996709239	NA
SC_00342_gene SC_chr	3.74131521918048	-2.60156853182806	1.74121356901126	-1.49411225488286	0.135146281417053	NA
SC_00343_gene SC_chr	0.916838749562591	-1.36082041556473	3.12681643961642	-0.435209562775507	0.663410322007953	NA
SC_00344_gene SC_chr	0.592507246573125	-2.6281929857464	4.24964433539385	-0.61845010507281	0.536278678057532	NA
SC_00345_gene SC_chr	20.3302883830152	-0.140815243926109	0.7934246609099	-0.177477775602062	0.859133120617657	0.955670822923172
SC_00347_gene SC_chr	1.66615911417594	-1.10431484384688	2.26372056239542	-0.487831785509036	0.625668995167947	NA
